,Country,NOC,Region,Year,Per Capita GDP,Total Medals,Population,lat,lon
2855,Sweden,SWE,WESTERN EUROPE                     ,2004,42821.67314,27,8993531,59.6749712,14.5208584
2856,Sweden,SWE,WESTERN EUROPE                     ,2006,46593.60216,155,9080505,59.6749712,14.5208584
2857,Sweden,SWE,WESTERN EUROPE                     ,2008,56152.55234,12,9219637,59.6749712,14.5208584
2858,Sweden,SWE,WESTERN EUROPE                     ,2010,52869.04429,43,9378126,59.6749712,14.5208584
2859,Sweden,SWE,WESTERN EUROPE                     ,2012,58037.82132,43,9519374,59.6749712,14.5208584
2860,Sweden,SWE,WESTERN EUROPE                     ,2014,60020.36046,99,9696110,59.6749712,14.5208584
2861,Sweden,SWE,WESTERN EUROPE                     ,2016,51965.15715,55,9923085,59.6749712,14.5208584
2862,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,1972,321.0694305,0,457039,-26.5624806,31.3991317
2863,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,1984,732.2962204,0,675240,-26.5624806,31.3991317
2864,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,1988,894.3395802,0,773774,-26.5624806,31.3991317
2865,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,1992,1481.861181,0,866995,-26.5624806,31.3991317
2866,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,1996,1695.134775,0,945506,-26.5624806,31.3991317
2867,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,2000,1728.710498,0,1005432,-26.5624806,31.3991317
2868,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,2004,2699.130772,0,1026287,-26.5624806,31.3991317
2869,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,2008,3137.387151,0,1049948,-26.5624806,31.3991317
2870,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,2012,4527.681573,0,1079285,-26.5624806,31.3991317
2871,Swaziland,SWZ,SUB-SAHARAN AFRICA                 ,2016,3425.528759,0,1113994,-26.5624806,31.3991317
2873,Syria,SYR,MIDDLE EAST                          ,1968,295.4499136,0,5935850,34.6401861,39.0494106
2874,Syria,SYR,MIDDLE EAST                          ,1972,449.9434662,0,6800148,34.6401861,39.0494106
2875,Syria,SYR,MIDDLE EAST                          ,1980,1462.630014,0,8930776,34.6401861,39.0494106
2876,Syria,SYR,MIDDLE EAST                          ,1984,1700.476184,2,10293048,34.6401861,39.0494106
2877,Syria,SYR,MIDDLE EAST                          ,1988,902.5500974,0,11719064,34.6401861,39.0494106
2878,Syria,SYR,MIDDLE EAST                          ,1992,1004.996857,0,13187669,34.6401861,39.0494106
2879,Syria,SYR,MIDDLE EAST                          ,1996,934.6226484,3,14754148,34.6401861,39.0494106
2880,Syria,SYR,MIDDLE EAST                          ,2000,1177.629339,0,16410847,34.6401861,39.0494106
2881,Syria,SYR,MIDDLE EAST                          ,2004,1407.178266,1,17827827,34.6401861,39.0494106
2927,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1960,100.767475,0,27397208,14.8971921,100.83273
2928,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1964,125.9386942,0,30881136,14.8971921,100.83273
2929,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1968,174.7847538,0,34791418,14.8971921,100.83273
2930,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1972,209.3747807,0,39058594,14.8971921,100.83273
2931,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1976,391.5693898,1,43377270,14.8971921,100.83273
2932,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1984,818.0389335,2,51094870,14.8971921,100.83273
2933,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1988,1123.437643,1,54891520,14.8971921,100.83273
2934,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1992,1927.882603,1,57811025,14.8971921,100.83273
2935,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,1996,3043.980314,4,60130190,14.8971921,100.83273
2936,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2000,2007.735271,5,62952639,14.8971921,100.83273
2937,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2002,2096.187802,0,64069093,14.8971921,100.83273
2938,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2004,2660.126835,15,64995303,14.8971921,100.83273
2939,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2006,3369.543198,0,65812540,14.8971921,100.83273
2940,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2008,4379.658787,10,66530980,14.8971921,100.83273
2941,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2012,5860.581471,5,67835969,14.8971921,100.83273
2942,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2014,5951.883487,0,68438748,14.8971921,100.83273
2943,Thailand,THA,ASIA (EXCLUDING MIDDLE EAST)         ,2016,5993.305516,12,68971313,14.8971921,100.83273
2944,Tajikistan,TJK,C.W. OF IND. STATES ,1996,178.3612515,0,5851354,38.6281733,70.8156541
2945,Tajikistan,TJK,C.W. OF IND. STATES ,2000,138.4291467,0,6216329,38.6281733,70.8156541
2946,Tajikistan,TJK,C.W. OF IND. STATES ,2002,190.0026776,0,6426861,38.6281733,70.8156541
2947,Tajikistan,TJK,C.W. OF IND. STATES ,2004,311.6272313,0,6662391,38.6281733,70.8156541
2948,Tajikistan,TJK,C.W. OF IND. STATES ,2006,408.8384135,0,6922590,38.6281733,70.8156541
2949,Tajikistan,TJK,C.W. OF IND. STATES ,2008,715.8657063,3,7209924,38.6281733,70.8156541
2950,Tajikistan,TJK,C.W. OF IND. STATES ,2010,749.5524123,0,7527397,38.6281733,70.8156541
2951,Tajikistan,TJK,C.W. OF IND. STATES ,2012,969.2961039,1,7874838,38.6281733,70.8156541
2952,Tajikistan,TJK,C.W. OF IND. STATES ,2014,1104.172358,0,8252828,38.6281733,70.8156541
2953,Tajikistan,TJK,C.W. OF IND. STATES ,2016,807.1025861,3,8663575,38.6281733,70.8156541
2954,Turkmenistan,TKM,C.W. OF IND. STATES ,1996,554.8339157,0,4287337,39.3763807,59.3924609
2955,Turkmenistan,TKM,C.W. OF IND. STATES ,2000,643.1909754,0,4516128,39.3763807,59.3924609
2956,Turkmenistan,TKM,C.W. OF IND. STATES ,2004,1453.917784,0,4703396,39.3763807,59.3924609
2957,Turkmenistan,TKM,C.W. OF IND. STATES ,2008,3904.465301,0,4935765,39.3763807,59.3924609
2958,Turkmenistan,TKM,C.W. OF IND. STATES ,2012,6675.178055,0,5267906,39.3763807,59.3924609
2959,Turkmenistan,TKM,C.W. OF IND. STATES ,2016,6387.682575,0,5662371,39.3763807,59.3924609
2960,Timor-Leste,TLS,ASIA (EXCLUDING MIDDLE EAST)         ,2004,453.4806958,0,971889,-8.5151979,125.8375756
2961,Timor-Leste,TLS,ASIA (EXCLUDING MIDDLE EAST)         ,2008,614.435755,0,1055428,-8.5151979,125.8375756
2962,Timor-Leste,TLS,ASIA (EXCLUDING MIDDLE EAST)         ,2012,1013.042872,0,1133002,-8.5151979,125.8375756
2963,Timor-Leste,TLS,ASIA (EXCLUDING MIDDLE EAST)         ,2014,1232.453997,0,1174333,-8.5151979,125.8375756
2964,Timor-Leste,TLS,ASIA (EXCLUDING MIDDLE EAST)         ,2016,1353.746815,0,1219289,-8.5151979,125.8375756
3000,Trinidad,TTO,LATIN AMER. & CARIB    ,1964,788.696647,7,902620,10.4430243,-61.26130539
3001,Trinidad,TTO,LATIN AMER. & CARIB    ,1968,815.3271085,0,930792,10.4430243,-61.26130539
3002,Trinidad,TTO,LATIN AMER. & CARIB    ,1972,1119.038073,0,968136,10.4430243,-61.26130539
3003,Trinidad,TTO,LATIN AMER. & CARIB    ,1976,2439.177473,3,1025104,10.4430243,-61.26130539
3004,Trinidad,TTO,LATIN AMER. & CARIB    ,1980,5748.673495,0,1084743,10.4430243,-61.26130539
3005,Trinidad,TTO,LATIN AMER. & CARIB    ,1984,6715.606873,0,1155083,10.4430243,-61.26130539
3006,Trinidad,TTO,LATIN AMER. & CARIB    ,1988,3734.461714,0,1204150,10.4430243,-61.26130539
3007,Trinidad,TTO,LATIN AMER. & CARIB    ,1992,4398.495123,0,1236685,10.4430243,-61.26130539
3008,Trinidad,TTO,LATIN AMER. & CARIB    ,1994,3959.262873,0,1249527,10.4430243,-61.26130539
3009,Trinidad,TTO,LATIN AMER. & CARIB    ,1996,4579.978105,2,1257547,10.4430243,-61.26130539
3010,Trinidad,TTO,LATIN AMER. & CARIB    ,1998,4790.123738,0,1261699,10.4430243,-61.26130539
3011,Trinidad,TTO,LATIN AMER. & CARIB    ,2000,6435.134212,3,1267159,10.4430243,-61.26130539
3012,Trinidad,TTO,LATIN AMER. & CARIB    ,2002,7053.087371,0,1277210,10.4430243,-61.26130539
3013,Trinidad,TTO,LATIN AMER. & CARIB    ,2004,10293.86925,1,1290115,10.4430243,-61.26130539
3014,Trinidad,TTO,LATIN AMER. & CARIB    ,2008,21204.00818,17,1314449,10.4430243,-61.26130539
3015,Trinidad,TTO,LATIN AMER. & CARIB    ,2012,19157.45977,16,1344814,10.4430243,-61.26130539
3016,Trinidad,TTO,LATIN AMER. & CARIB    ,2016,16250.62869,1,1377563,10.4430243,-61.26130539
3019,Tunisia,TUN,NORTHERN AFRICA                    ,1968,250.6938109,4,4845220,33.8439408,9.400138
3020,Tunisia,TUN,NORTHERN AFRICA                    ,1972,422.8566931,2,5291335,33.8439408,9.400138
3021,Tunisia,TUN,NORTHERN AFRICA                    ,1976,779.0448678,0,5786482,33.8439408,9.400138
3022,Tunisia,TUN,NORTHERN AFRICA                    ,1984,1156.914545,0,7135265,33.8439408,9.400138
3023,Tunisia,TUN,NORTHERN AFRICA                    ,1988,1281.201295,0,7880333,33.8439408,9.400138
3024,Tunisia,TUN,NORTHERN AFRICA                    ,1992,1799.111582,0,8613855,33.8439408,9.400138
3025,Tunisia,TUN,NORTHERN AFRICA                    ,1996,2113.587432,1,9267335,33.8439408,9.400138
3026,Tunisia,TUN,NORTHERN AFRICA                    ,2000,2211.835015,0,9708347,33.8439408,9.400138
3027,Tunisia,TUN,NORTHERN AFRICA                    ,2004,3111.374381,0,10022278,33.8439408,9.400138
3028,Tunisia,TUN,NORTHERN AFRICA                    ,2008,4307.580023,3,10414425,33.8439408,9.400138
3029,Tunisia,TUN,NORTHERN AFRICA                    ,2012,4152.684394,6,10846993,33.8439408,9.400138
3030,Tunisia,TUN,NORTHERN AFRICA                    ,2016,3697.938729,3,11303942,33.8439408,9.400138
3040,Turkey,TUR,MIDDLE EAST                          ,1960,509.4239634,25,27472339,38.9597594,34.9249653
3041,Turkey,TUR,MIDDLE EAST                          ,1964,369.5834686,13,30244258,38.9597594,34.9249653
3042,Turkey,TUR,MIDDLE EAST                          ,1968,526.2134746,6,33256465,38.9597594,34.9249653
3043,Turkey,TUR,MIDDLE EAST                          ,1972,558.420923,2,36587267,38.9597594,34.9249653
3044,Turkey,TUR,MIDDLE EAST                          ,1976,1275.956574,0,40189561,38.9597594,34.9249653
3045,Turkey,TUR,MIDDLE EAST                          ,1984,1246.824468,3,48114158,38.9597594,34.9249653
3046,Turkey,TUR,MIDDLE EAST                          ,1988,1745.364927,5,52053764,38.9597594,34.9249653
3047,Turkey,TUR,MIDDLE EAST                          ,1992,2842.369978,12,55748946,38.9597594,34.9249653
3048,Turkey,TUR,MIDDLE EAST                          ,1994,2270.337325,0,57564209,38.9597594,34.9249653
3049,Turkey,TUR,MIDDLE EAST                          ,1996,3053.947231,15,59423278,38.9597594,34.9249653
3050,Turkey,TUR,MIDDLE EAST                          ,1998,4499.737508,0,61329665,38.9597594,34.9249653
3051,Turkey,TUR,MIDDLE EAST                          ,2000,4337.478003,11,63240196,38.9597594,34.9249653
3052,Turkey,TUR,MIDDLE EAST                          ,2002,3687.956093,0,65145357,38.9597594,34.9249653
3053,Turkey,TUR,MIDDLE EAST                          ,2004,6101.632117,20,67010930,38.9597594,34.9249653
3054,Turkey,TUR,MIDDLE EAST                          ,2006,8101.856924,0,68756809,38.9597594,34.9249653
3055,Turkey,TUR,MIDDLE EAST                          ,2008,10941.17215,12,70418612,38.9597594,34.9249653
3056,Turkey,TUR,MIDDLE EAST                          ,2010,10742.77498,0,72326992,38.9597594,34.9249653
3057,Turkey,TUR,MIDDLE EAST                          ,2012,11795.63346,11,74651046,38.9597594,34.9249653
3058,Turkey,TUR,MIDDLE EAST                          ,2014,12157.99043,0,77229262,38.9597594,34.9249653
3059,Turkey,TUR,MIDDLE EAST                          ,2016,10894.60338,13,79827868,38.9597594,34.9249653
3074,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1960,62.50962537,0,6767092,1.5333554,32.2166578
3075,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1964,76.31148622,0,7719108,1.5333554,32.2166578
3076,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1968,117.3845508,3,8841156,1.5333554,32.2166578
3077,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1972,150.2165273,5,9929644,1.5333554,32.2166578
3078,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1980,100.0302757,2,12442333,1.5333554,32.2166578
3079,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1984,256.7408119,0,14082870,1.5333554,32.2166578
3080,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1988,402.2793423,0,16180129,1.5333554,32.2166578
3081,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1992,153.9440238,0,18561668,1.5333554,32.2166578
3082,Uganda,UGA,SUB-SAHARAN AFRICA                 ,1996,287.3882907,1,21032817,1.5333554,32.2166578
3083,Uganda,UGA,SUB-SAHARAN AFRICA                 ,2000,261.8691416,0,23650159,1.5333554,32.2166578
3084,Uganda,UGA,SUB-SAHARAN AFRICA                 ,2004,296.0142675,0,26821300,1.5333554,32.2166578
3085,Uganda,UGA,SUB-SAHARAN AFRICA                 ,2008,474.5179496,0,30431734,1.5333554,32.2166578
3086,Uganda,UGA,SUB-SAHARAN AFRICA                 ,2012,786.738711,3,34558700,1.5333554,32.2166578
3087,Uganda,UGA,SUB-SAHARAN AFRICA                 ,2016,733.3971317,0,39649173,1.5333554,32.2166578
3088,Ukraine,UKR,C.W. OF IND. STATES ,1994,1011.979433,4,51921400,49.4871968,31.2718321
3089,Ukraine,UKR,C.W. OF IND. STATES ,1996,872.6987229,59,51057800,49.4871968,31.2718321
3090,Ukraine,UKR,C.W. OF IND. STATES ,1998,835.2509828,2,50144500,49.4871968,31.2718321
3091,Ukraine,UKR,C.W. OF IND. STATES ,2000,635.7044182,61,49176500,49.4871968,31.2718321
3092,Ukraine,UKR,C.W. OF IND. STATES ,2002,878.6187489,0,48202470,49.4871968,31.2718321
3093,Ukraine,UKR,C.W. OF IND. STATES ,2004,1366.016476,71,47451626,49.4871968,31.2718321
3094,Ukraine,UKR,C.W. OF IND. STATES ,2006,2300.769709,3,46787786,49.4871968,31.2718321
3095,Ukraine,UKR,C.W. OF IND. STATES ,2008,3887.242337,56,46258189,49.4871968,31.2718321
3096,Ukraine,UKR,C.W. OF IND. STATES ,2010,2965.139715,0,45870741,49.4871968,31.2718321
3097,Ukraine,UKR,C.W. OF IND. STATES ,2012,3855.417729,49,45593342,49.4871968,31.2718321
3098,Ukraine,UKR,C.W. OF IND. STATES ,2014,3104.643206,13,45272155,49.4871968,31.2718321
3099,Ukraine,UKR,C.W. OF IND. STATES ,2016,2187.73051,27,45004673,49.4871968,31.2718321
3147,USA,USA,NORTHERN AMERICA                   ,1960,3007.123445,379,180671000,39.7837304,-100.445882
3148,USA,USA,NORTHERN AMERICA                   ,1964,3573.941185,408,191889000,39.7837304,-100.445882
3149,USA,USA,NORTHERN AMERICA                   ,1968,4695.92339,410,200706000,39.7837304,-100.445882
3150,USA,USA,NORTHERN AMERICA                   ,1972,6094.01799,416,209896000,39.7837304,-100.445882
3151,USA,USA,NORTHERN AMERICA                   ,1976,8592.253537,382,218035000,39.7837304,-100.445882
3152,USA,USA,NORTHERN AMERICA                   ,1980,12574.79151,82,227225000,39.7837304,-100.445882
3153,USA,USA,NORTHERN AMERICA                   ,1984,17121.22548,862,235825000,39.7837304,-100.445882
3154,USA,USA,NORTHERN AMERICA                   ,1988,21417.01193,459,244499000,39.7837304,-100.445882
3155,USA,USA,NORTHERN AMERICA                   ,1992,25418.99078,483,256514000,39.7837304,-100.445882
3156,USA,USA,NORTHERN AMERICA                   ,1994,27694.85342,39,263126000,39.7837304,-100.445882
3157,USA,USA,NORTHERN AMERICA                   ,1996,29967.71272,625,269394000,39.7837304,-100.445882
3158,USA,USA,NORTHERN AMERICA                   ,1998,32853.67695,88,275854000,39.7837304,-100.445882
3159,USA,USA,NORTHERN AMERICA                   ,2000,36334.90878,563,282162411,39.7837304,-100.445882
3160,USA,USA,NORTHERN AMERICA                   ,2002,38023.16111,164,287625193,39.7837304,-100.445882
3161,USA,USA,NORTHERN AMERICA                   ,2004,41712.80107,572,292805298,39.7837304,-100.445882
3162,USA,USA,NORTHERN AMERICA                   ,2006,46298.73144,81,298379912,39.7837304,-100.445882
3163,USA,USA,NORTHERN AMERICA                   ,2008,48382.55845,681,304093966,39.7837304,-100.445882
3164,USA,USA,NORTHERN AMERICA                   ,2010,48466.6576,184,309327143,39.7837304,-100.445882
3165,USA,USA,NORTHERN AMERICA                   ,2012,51602.93105,595,313877662,39.7837304,-100.445882
3166,USA,USA,NORTHERN AMERICA                   ,2014,55049.98833,114,318386329,39.7837304,-100.445882
3167,USA,USA,NORTHERN AMERICA                   ,2016,58021.4005,596,323071755,39.7837304,-100.445882
3168,Uzbekistan,UZB,C.W. OF IND. STATES ,1994,576.4471105,3,22377000,41.32373,63.9528098
3169,Uzbekistan,UZB,C.W. OF IND. STATES ,1996,600.5981578,3,23225000,41.32373,63.9528098
3170,Uzbekistan,UZB,C.W. OF IND. STATES ,1998,623.2161328,0,24051000,41.32373,63.9528098
3171,Uzbekistan,UZB,C.W. OF IND. STATES ,2000,558.2268024,7,24650400,41.32373,63.9528098
3172,Uzbekistan,UZB,C.W. OF IND. STATES ,2002,383.343068,0,25271850,41.32373,63.9528098
3173,Uzbekistan,UZB,C.W. OF IND. STATES ,2004,465.1198869,10,25864350,41.32373,63.9528098
3174,Uzbekistan,UZB,C.W. OF IND. STATES ,2006,654.2838373,0,26488250,41.32373,63.9528098
3175,Uzbekistan,UZB,C.W. OF IND. STATES ,2008,1082.286025,10,27302800,41.32373,63.9528098
3176,Uzbekistan,UZB,C.W. OF IND. STATES ,2010,1634.312095,0,28562400,41.32373,63.9528098
3177,Uzbekistan,UZB,C.W. OF IND. STATES ,2012,2137.025122,5,29774500,41.32373,63.9528098
3178,Uzbekistan,UZB,C.W. OF IND. STATES ,2014,2492.336643,0,30757700,41.32373,63.9528098
3179,Uzbekistan,UZB,C.W. OF IND. STATES ,2016,2567.799207,23,31847900,41.32373,63.9528098
3192,Venezuela,VEN,LATIN AMER. & CARIB    ,1960,955.4464181,1,8141839,8.0018709,-66.1109318
3193,Venezuela,VEN,LATIN AMER. & CARIB    ,1964,864.4712211,0,9369101,8.0018709,-66.1109318
3194,Venezuela,VEN,LATIN AMER. & CARIB    ,1968,937.5986712,3,10702281,8.0018709,-66.1109318
3195,Venezuela,VEN,LATIN AMER. & CARIB    ,1972,1155.404076,0,12097696,8.0018709,-66.1109318
3196,Venezuela,VEN,LATIN AMER. & CARIB    ,1976,2314.990328,2,13572210,8.0018709,-66.1109318
3197,Venezuela,VEN,LATIN AMER. & CARIB    ,1980,3893.697346,2,15182616,8.0018709,-66.1109318
3198,Venezuela,VEN,LATIN AMER. & CARIB    ,1984,3555.806233,3,16876703,8.0018709,-66.1109318
3199,Venezuela,VEN,LATIN AMER. & CARIB    ,1988,3220.861914,0,18698850,8.0018709,-66.1109318
3200,Venezuela,VEN,LATIN AMER. & CARIB    ,1992,2938.160197,0,20557694,8.0018709,-66.1109318
3201,Venezuela,VEN,LATIN AMER. & CARIB    ,1996,3151.269278,0,22385650,8.0018709,-66.1109318
3202,Venezuela,VEN,LATIN AMER. & CARIB    ,1998,3921.718474,0,23288567,8.0018709,-66.1109318
3203,Venezuela,VEN,LATIN AMER. & CARIB    ,2000,4842.036601,0,24192449,8.0018709,-66.1109318
3204,Venezuela,VEN,LATIN AMER. & CARIB    ,2002,3700.87974,0,25100407,8.0018709,-66.1109318
3205,Venezuela,VEN,LATIN AMER. & CARIB    ,2004,4325.696756,2,25996594,8.0018709,-66.1109318
3206,Venezuela,VEN,LATIN AMER. & CARIB    ,2006,6833.378912,0,26850190,8.0018709,-66.1109318
3207,Venezuela,VEN,LATIN AMER. & CARIB    ,2008,11432.74592,1,27635827,8.0018709,-66.1109318
3208,Venezuela,VEN,LATIN AMER. & CARIB    ,2012,12986.22269,3,29360827,8.0018709,-66.1109318
3209,Venezuela,VEN,LATIN AMER. & CARIB    ,2014,16055.64532,0,30042973,8.0018709,-66.1109318
3237,Yemen,YEM,MIDDLE EAST                          ,1992,498.9633818,0,12954157,16.3471243,47.8915271
3238,Yemen,YEM,MIDDLE EAST                          ,1996,374.0114314,0,15469274,16.3471243,47.8915271
3239,Yemen,YEM,MIDDLE EAST                          ,2000,554.4486653,0,17409071,16.3471243,47.8915271
3240,Yemen,YEM,MIDDLE EAST                          ,2004,709.9653788,0,19540096,16.3471243,47.8915271
3241,Yemen,YEM,MIDDLE EAST                          ,2008,1229.246675,0,21892149,16.3471243,47.8915271
3242,Yemen,YEM,MIDDLE EAST                          ,2012,1446.536472,0,24473176,16.3471243,47.8915271
3243,Yemen,YEM,MIDDLE EAST                          ,2016,1138.603723,0,27168210,16.3471243,47.8915271
